codec,preset,sequence,crf,standard,real_bitrate,bitrate,FR YUV-SSIM,FR Y-MS-SSIM,FR Y-VMAF NEG,FR Y-VMAF (v061),FR YUV-VMAF (v061),FR YUV-VMAF NEG,FR AVQT,FR Y-VQM,NR VSFA,NR MDTVSFA,NR Y-NIQE,NR VIDEVAL,NR PaQ-2-PiQ,NR KonCept512,NR LINEARITY,NR SPAQ BL,NR SPAQ MT-S,NR SPAQ MT-A,NR MEON,NR NIMA,FR GREED,FR DISTS,FR LPIPS,FR FOV VIDEO,FR DVQA,FR YUV-PSNR,NR UNIQUE,NR GVSP-UGCVQA-NR-multi_scale,NR GVSP-UGCVQA-NR-single_scale,FR GVSP-UGCVQA-FR-single_scale,NR DBCNN,NR Li2022,NR MUSIQ,FR AHIQ,FR DSS,FR FSIM,FR GMSD,FR MDSI,FR MS-GMSD,FR SRSIM,FR VIFp,FR VSI,FR COMPRESSED VQA,NR COMPRESSED VQA,FR CONFORMER BNS,FR CVRKD,FR MR-Perceptual,NR NIQE,FR NLPD,FR PieAPP,NR SPAQ,FR LPIPS VGG,FR HAAR PSI,FR CKDN,FR LPIPS AlexNet,NR BRISQUE,FR A-DISTS,FR WaDIQaM,NR META-IQA,FR TOPIQ,NR TOPIQ,FR ASNA-MACS,NR Koncept,FR STLPIPS,NR CLIP-IQA+,NR WaDIQaM,NR RankIQA,subjective_score
vp9,subjective,tractor-2019,4000,vp9,7501.0,high,7.682921648025513,0.9930329918861388,98.83585357666016,99.50894927978516,771.1807250976562,763.9910354614258,5.0,0.8121212720870972,0.7020368576049805,0.5403568,5.877048015594482,3.9189620988894864,50.66268797333328,50.25993221028646,31.10389429686613,45.51402570597331,42.73896447753906,46.22620768229167,43.15512012800002,5.397520283112923,46.7180704234314,0.01123971342875,0.1187971306666666,9.7885,90.34229,328.3447456359863,-0.2849660924350222,4.7711499690032815,4.877802848815918,4.209334373474121,3.0111089954376222,0.35141563,36.05887952168783,0.6378436108108109,0.9727908372879028,0.9967048201560974,0.0158527466505765,0.154349735558033,0.016952819806834,0.9987660450935364,0.6665410265922547,0.9986761452356976,4.158809200246283,4.964250310938409,1611.8151969401042,3.096771062533061,1023.9730169270832,5.681927690614898,0.0973773817618687,0.5042133430639902,32.947413350423176,0.1951632403532664,0.9434843978881836,0.6163323534329732,0.1187765108942985,51.49327685546875,0.0978832799703516,-0.0063398496548955,0.2302581371863683,0.9136708356539408,0.2374564503828684,1.0585931116739908,52.738112121582034,0.0136082196434338,0.3879278541405995,-1.014522703011831,18.70982179260254,2.7407235710853826
vp9,subjective,wedding-party-2019,1000,vp9,1678.0,mid,7.626637697219849,0.9631201028823853,68.00163269042969,70.39531707763672,525.5654487609863,509.1162796020508,3.42,1.4041744470596311,0.5352225303649902,0.39876845,8.712360382080078,3.0843684845948127,48.83094614166664,45.52067042456733,-21.16496656777353,41.286766359541154,40.115716520945234,40.57853285471598,53.72436686388891,3.826769284909177,38.99409203624553,0.109364289425,0.2728194333333333,9.1064,0.10619147,296.4484176635742,-1.6139880528052648,3.050287016548102,3.022718906402588,2.720991611480713,1.918990503417121,0.29110104,23.26973904768625,0.4768286055555555,0.7802830010652542,0.9600651644998126,0.0621982592882381,0.2788570001721382,0.057266055761526,0.9830619676245584,0.4090338082777129,0.9906361758708954,2.8149268945058186,3.30591413974762,1587.485851033529,3.255034881167941,1032.6281022813585,8.16306740457267,0.1805851632729172,1.3368559529383977,22.479033290015327,0.3679846150179704,0.7797294735908509,0.5189636475510068,0.2727384084628688,67.2264146592882,0.2850103782282935,-0.0343843799343125,0.1786660400115781,0.5812451815439595,0.1490782985670699,0.4533067527744505,40.85908821423848,0.0266311657304565,0.174035234687229,-0.7961070904301273,29.383182334899903,2.016452137549707
vp9,subjective,wedding-party-2019,2000,vp9,2849.0,mid,7.716607689857483,0.9794589281082152,83.99830627441406,86.22470092773438,645.8203887939453,630.1550483703613,4.14,1.0141056776046753,0.5632526278495789,0.42769465,8.332597732543945,3.164444777213863,50.95268427777776,46.30581624772814,-13.268652124097663,41.52289975484212,40.3020871480306,40.88571139441597,53.43784660833334,4.161292561712778,45.20133111756029,0.0716259130625,0.2202635611111111,9.4259,9.2605915,317.82071685791016,-1.323840765323904,3.795828677680281,3.8248097896575928,3.52781629562378,2.028789336482684,0.29709205,24.62126519415113,0.5326153,0.8708317991760042,0.9787384786539608,0.0417086413983876,0.2371823097682661,0.0370128407919158,0.9915664348337384,0.4948146179318428,0.9950246329108874,3.5194183535046046,3.9632299608654447,1596.888331773546,3.200598763095008,1028.6460010104709,7.819550940844959,0.1388288147540555,1.0223947177330652,23.3965546713935,0.3213878487133317,0.8560665056109429,0.5451679561701086,0.2201969828042719,64.55229288736979,0.2434537953800625,-0.0279352502793901,0.1889904302441411,0.6945423189964559,0.156531514868968,0.5639505992333095,41.709936459859215,0.0186071278372158,0.2033120450046327,-0.8082726408210066,28.79146208233304,4.386326307848789
vp9,subjective,wedding-party-2019,4000,vp9,5290.0,mid,7.786926209926605,0.9888676404953004,96.03829193115234,97.207275390625,738.2221374511719,728.8824768066406,4.75,0.7399608492851257,0.5824984908103943,0.45804352,8.034207344055176,3.137925257926073,52.12384695,46.99576371510823,-8.454663364332442,41.86479454040527,40.6555621041192,41.26532066133287,53.344811502777766,4.404085762038206,48.41950230538088,0.0436579561875,0.1806632666666666,9.6122,22.432076,338.9204406738281,-1.138439353969362,4.339512977126004,4.339880466461182,3.9626095294952393,2.132903539141019,0.3032457,25.71477315425873,0.5723765472222222,0.9294237640168932,0.9899512014455264,0.0256014323741611,0.1951863749159706,0.022852386896395,0.9962871839602788,0.5848722781572077,0.9975891355011198,4.009491607877943,4.400472537676493,1601.1908766004774,3.1520801729626124,1026.3870029025609,7.530214266013427,0.1051759473979472,0.7716299638152122,24.08866720729404,0.2763245364858044,0.9139768514368268,0.5562296498980787,0.1806093656768401,63.10121120876736,0.2004742460118399,-0.0217554424811775,0.1994389148635996,0.793983855843544,0.1630091834813356,0.6261359996265835,42.30856513447232,0.0128655887545189,0.238391343711151,-0.8192235262857543,28.30215147866144,5.587043440753812
x264,subjective,crowd-run-2019,1000,h264,1246.0,mid,4.807567119598389,0.7707807421684265,10.115900993347168,10.338398933410645,113.1611785888672,110.7122631072998,1.0,7.084060192108154,0.5860863327980042,0.4138596,6.533320903778076,3.950739604944064,57.55202744600003,48.87396505737305,7.3837712184789215,51.38080006064531,48.9695568046646,48.06877031154976,29.5274394011976,5.188303153657033,26.499431431455072,0.2225171228749999,0.558854302,7.2121,0.04640857,198.2823066711425,-1.2149660639658184,1.678186508619313,1.9796552658081048,1.4611623287200928,2.502352308511734,0.2979755,25.616291416168213,0.205678906,0.2974095085859298,0.8523433127403259,0.2191424136161804,0.4141292698979378,0.2140478507876396,0.9179865087270735,0.0991254243999719,0.9559009850025176,1.4592023973464965,2.337055464744568,1574.0923249511718,4.013079728126526,1065.5054399414062,6.38215511321061,0.5724134836196899,4.297608487606048,37.1786018447876,0.6060186171531677,0.4133955813646316,0.4838160969614982,0.5494793764352799,48.46248193359375,0.4120321042537689,-0.0997482740730047,0.1851801673471927,0.3112728237509727,0.1635845018625259,0.2861787997484207,46.86682357406616,0.4467767400741577,0.2509860245585442,-0.6529621829986573,28.91290245437622,0.0
x264,subjective,crowd-run-2019,2000,h264,2498.0,mid,5.475006639957428,0.8766186833381653,29.268814086914062,29.958084106445312,254.43683624267567,248.77322387695312,1.47,5.422050476074219,0.6638476848602295,0.49736986,5.041292667388916,4.206517366837444,66.50208389200002,52.00088014221191,34.52295288886485,55.52255105877113,54.56124252045226,53.99132161701986,29.305553459081825,5.452103608345498,12.454676532314451,0.164101357,0.437322536,8.3695,0.07835966,213.3214492797852,-0.4272150477346129,2.922188103054973,3.5627570152282715,2.128792285919189,3.157659278392792,0.3196356,30.36140074157715,0.1100872844444444,0.521992558658123,0.923794625043869,0.1662212465852499,0.3475867840647697,0.159550934240222,0.9596529903411866,0.1775529860258102,0.9772898145914076,2.039370856285095,3.972339317321777,1603.5650234375,3.9488794565200807,1050.6433559570312,4.899780911586854,0.438993713915348,3.102178672790527,43.85658947753906,0.5157622407078744,0.5398351916074753,0.5563973951339721,0.4175450138449669,37.68047021484375,0.3563820610046386,-0.0761028818711638,0.1965745303332805,0.3785755807161331,0.2182235860228538,0.967261558175087,54.9437216796875,0.3025347623825073,0.3264188020229339,-0.5528781239390373,27.973773345947265,2.499984262711732
x264,subjective,crowd-run-2019,4000,h264,4989.0,mid,6.162033319473267,0.9374114274978638,53.67356872558594,54.92453002929688,422.823471069336,413.5619087219238,2.73,4.03144645690918,0.7124651074409485,0.5626897,4.29552173614502,4.309735855092725,70.48226650399997,52.48559164428711,56.325791753879386,56.53313669139992,55.83589834034324,55.16341211315163,27.13874363672655,5.559136744982706,29.771393733066915,0.1303700611,0.3425217279999999,9.0314,0.12084129,229.90589141845703,0.3901677907643442,4.11842116875477,4.516337394714356,2.7629106044769287,3.4159338874816894,0.34941334,43.40904457092285,0.503931556,0.7439756827354431,0.962874649643898,0.1119855477213859,0.2886686671376228,0.1061042397469282,0.9819874349832536,0.2733604682683945,0.9886111686229706,2.8161140575408936,4.634884349822998,1620.5179155273438,3.896113273143768,1038.7442919921875,3.903001315458712,0.3274018933773041,2.028000635385513,50.10046515655517,0.4176645780801773,0.6523463419675827,0.5639057681560516,0.3097713669538497,32.97055517578125,0.2915801877975464,-0.0525421663075685,0.2136686925590038,0.5005043911337852,0.2951833308339119,1.267754369139671,58.327290161132815,0.1778279872089624,0.4376197739243507,-0.447512406617403,27.006899967193604,5.738296268691136
x264,subjective,kayak-trip-2019,1000,h264,1875.0,mid,6.683292031288147,0.835608720779419,27.323659896850582,28.28095245361328,279.6080856323242,271.5688362121582,1.04,3.853123188018799,0.5758811831474304,0.43010253,7.2248454093933105,3.820572975081842,62.91517383111111,48.6840386030409,15.852414377371812,42.44136486901177,40.718106269836426,42.32160253312853,27.39075522555552,4.742189140412957,22.91830146275037,0.15236312575,0.3961287711111111,7.2137,-0.4752228,238.5949478149414,-0.7837646152410243,2.01310932486898,2.0867602825164795,1.803967356681824,2.860847920311822,0.3046789,28.87339630126953,0.3098400188888889,0.3424239955014653,0.8761188815699683,0.1820411099493503,0.4002835435999764,0.1754732649193869,0.9454070363442104,0.1628074140350024,0.969818734327952,2.050492046674093,2.204581748114692,1614.0182360839844,3.320185950597127,1047.3308605957031,6.632466212398319,0.3708636721306377,2.623299398024877,35.5499922964308,0.4615056190225813,0.5123696796430481,0.4863739778929286,0.3961612477236323,55.67824191623264,0.2968102000819312,-0.082109952689045,0.1816507363153828,0.4110021162033081,0.2506255844566557,0.1868952553139792,46.6197807820638,0.2458859442588356,0.2813151646819379,-0.6346008342504501,27.713730286492243,0.0
x264,subjective,kayak-trip-2019,2000,h264,3804.0,mid,7.100335419178009,0.928844690322876,47.5628547668457,49.27082061767578,425.6424980163574,412.90782165527344,1.81,2.4181792736053467,0.6655130982398987,0.50937384,6.238075256347656,3.9257889108970847,68.25955020222216,51.13995519849989,41.61372579531001,46.24033804151747,44.52597362518311,45.75282210879856,27.65356668722221,5.005890117987162,15.888373650484525,0.0779587364875,0.253138,8.5513,-0.18402322,262.33262634277344,-0.1330752797559317,3.177298478367166,3.403386354446411,2.9730026721954346,3.116950969166226,0.31759664,37.95251040140788,0.4535771977777778,0.6215666978226768,0.9468294060892528,0.1175696009066369,0.3159526189499431,0.1076728181540966,0.9777265524864196,0.2908754318621424,0.987329623831643,3.232305319044325,3.583923768997193,1643.0144155544706,3.2710337034861245,1032.819268052843,5.750864303776326,0.259253947701719,1.642592720720503,41.528496498531766,0.3578104304439491,0.6792203901873695,0.5568888046012984,0.2531613317297564,48.73521185980903,0.2268180408742692,-0.0563374380601777,0.1975886968606048,0.5668465846445825,0.307548549109035,0.8997058171033859,53.32191118028429,0.1298995649400684,0.3573593782219622,-0.6163374251127243,25.885993898179795,2.076813171196497
x264,subjective,kayak-trip-2019,4000,h264,7626.0,high,7.44880336523056,0.9690556526184082,66.87553405761719,68.90167999267578,556.5867156982422,541.9250946044922,3.19,1.652702569961548,0.7234521508216858,0.5682855,5.589941501617432,3.99346618740076,70.50377141000004,51.9326378970676,55.2323455006829,48.57289393954807,46.92395282745361,47.861017367045086,26.32971846666666,5.09645469197693,30.302867756506306,0.0392874829625,0.1502900988888889,9.2305,3.465065,285.37107849121094,0.3444785504063798,4.10965477488217,4.241697311401367,3.904410600662232,3.2713082920180425,0.3409935,47.02913054996067,0.5613597955555555,0.827484723130862,0.97764044450389,0.0677903330077727,0.2498234348495801,0.0594079018342826,0.990958105855518,0.4255254949794875,0.994604069855478,3.979865621990628,4.374797259436713,1656.616773546007,3.182683166000578,1025.0163970269098,5.119541271834118,0.180866246504916,0.9801143383317524,45.35062775929769,0.2639559267792437,0.8008908118142022,0.5743928906652662,0.1503085182193252,43.08328097873264,0.1674797647529178,-0.033769343095935,0.2109020870592859,0.7460490333371692,0.3503893895612822,1.1212708078490363,57.15038024902344,0.0537161955299476,0.4193760061595175,-0.5728820868664317,25.10124700334337,4.25665000828255
