comparison,codec,preset,sequence,crf,standard,bitrate,FR YUV-SSIM,FR Y-MS-SSIM,FR Y-VMAF NEG,FR Y-VMAF (v061),FR YUV-VMAF (v061),FR YUV-VMAF NEG,FR AVQT,FR Y-VQM,NR VSFA,NR MDTVSFA,NR Y-NIQE,NR VIDEVAL,NR PaQ-2-PiQ,NR KonCept512,NR LINEARITY,NR SPAQ BL,NR SPAQ MT-S,NR SPAQ MT-A,NR MEON,NR NIMA,FR GREED,FR DISTS,FR LPIPS,FR FOV VIDEO,FR DVQA,Subjective score,FR YUV-PSNR
2019,vp9,mv_subjective,wedding_party_short,4000,vp9,mid,7.786926209926605,0.9888676404953004,96.03829193115234,97.207275390625,738.2221374511719,728.8824768066406,4.75,0.7399608492851257,0.5824984908103943,0.45804352,8.034207344055176,3.137925257926073,52.12384695,46.99576371510823,-8.454663364332442,41.86479454040527,40.6555621041192,41.26532066133287,53.344811502777766,4.404085762038206,48.41950230538088,0.0436579561875,0.1806632666666666,9.6122,22.432076,5.587043440753812,338.9204406738281
2019,x264,mv_subjective,crowd_run_short,1000,h264,mid,4.807567119598389,0.7707807421684265,10.115900993347168,10.338398933410645,113.1611785888672,110.7122631072998,1.0,7.084060192108154,0.5860863327980042,0.4138596,6.533320903778076,3.950739604944064,57.55202744600003,48.87396505737305,7.3837712184789215,51.38080006064531,48.9695568046646,48.06877031154976,29.5274394011976,5.188303153657033,26.499431431455072,0.2225171228749999,0.558854302,7.2121,0.04640857,0.0,198.2823066711425
2019,x264,mv_subjective,crowd_run_short,2000,h264,mid,5.475006639957428,0.8766186833381653,29.268814086914062,29.958084106445312,254.43683624267567,248.77322387695312,1.47,5.422050476074219,0.6638476848602295,0.49736986,5.041292667388916,4.206517366837444,66.50208389200002,52.00088014221191,34.52295288886485,55.52255105877113,54.56124252045226,53.99132161701986,29.305553459081825,5.452103608345498,12.454676532314451,0.164101357,0.437322536,8.3695,0.07835966,2.499984262711732,213.3214492797852
2019,x264,mv_subjective,crowd_run_short,4000,h264,mid,6.162033319473267,0.9374114274978638,53.67356872558594,54.92453002929688,422.823471069336,413.5619087219238,2.73,4.03144645690918,0.7124651074409485,0.5626897,4.29552173614502,4.309735855092725,70.48226650399997,52.48559164428711,56.325791753879386,56.53313669139992,55.83589834034324,55.16341211315163,27.13874363672655,5.559136744982706,29.771393733066915,0.1303700611,0.3425217279999999,9.0314,0.12084129,5.738296268691136,229.90589141845703
2019,x264,mv_subjective,kayak_trip_short,1000,h264,mid,6.683292031288147,0.835608720779419,27.323659896850582,28.28095245361328,279.6080856323242,271.5688362121582,1.04,3.853123188018799,0.5758811831474304,0.43010253,7.2248454093933105,3.820572975081842,62.91517383111111,48.6840386030409,15.852414377371812,42.44136486901177,40.718106269836426,42.32160253312853,27.39075522555552,4.742189140412957,22.91830146275037,0.15236312575,0.3961287711111111,7.2137,-0.4752228,0.0,238.5949478149414
2019,x264,mv_subjective,kayak_trip_short,2000,h264,mid,7.100335419178009,0.928844690322876,47.5628547668457,49.27082061767578,425.6424980163574,412.90782165527344,1.81,2.4181792736053467,0.6655130982398987,0.50937384,6.238075256347656,3.9257889108970847,68.25955020222216,51.13995519849989,41.61372579531001,46.24033804151747,44.52597362518311,45.75282210879856,27.65356668722221,5.005890117987162,15.888373650484525,0.0779587364875,0.253138,8.5513,-0.18402322,2.076813171196497,262.33262634277344
2019,x264,mv_subjective,kayak_trip_short,4000,h264,high,7.44880336523056,0.9690556526184082,66.87553405761719,68.90167999267578,556.5867156982422,541.9250946044922,3.19,1.652702569961548,0.7234521508216858,0.5682855,5.589941501617432,3.99346618740076,70.50377141000004,51.9326378970676,55.2323455006829,48.57289393954807,46.92395282745361,47.861017367045086,26.32971846666666,5.09645469197693,30.302867756506306,0.0392874829625,0.1502900988888889,9.2305,3.465065,4.25665000828255,285.37107849121094
2019,x264,mv_subjective,making_alcohol_short,1000,h264,mid,7.652840554714203,0.9688944220542908,63.304325103759766,65.0423583984375,521.7307434082031,509.4690551757813,3.6,1.2898571491241455,0.6395570635795593,0.4933889,7.847278118133545,3.5490013414407446,54.103863555555584,48.661285082499184,16.405174865589817,43.78139725791083,41.53750819100274,43.47690830230713,48.54867593055557,4.875435623733534,31.439169795220195,0.05267349105,0.1875740527777777,9.3111,3.7998195,0.0,307.2728843688965
2019,x264,mv_subjective,making_alcohol_short,2000,h264,mid,7.806118786334991,0.9893965125083924,86.18254089355469,88.11190032958984,680.9188690185547,667.6407470703125,4.73,0.7908717393875122,0.6864122748374939,0.5536987,7.431863307952881,3.6596117645136257,54.88889707500002,49.30443884531657,24.952887635199613,44.661149152119954,42.42202610439725,44.52678385840522,50.56415083333334,5.009070188231353,41.71105281943765,0.0226211167562499,0.0982412583333333,9.6631,64.69484,2.379250931609172,337.45391845703125
2019,x264,mv_subjective,making_alcohol_short,4000,h264,high,7.869776129722595,0.9953923225402832,95.92790985107422,97.16443634033205,751.5796432495117,742.5056991577148,5.0,0.5510296821594238,0.7031223773956299,0.5852063,7.205058097839356,3.695706870118937,55.20146899166665,49.57803611755371,28.43747901358316,45.21409081353082,42.92705167134603,45.176578829023576,50.49587778888884,5.054535902423473,46.289795425831,0.010387732805,0.0587991861111111,9.8108,89.049164,2.962323370040929,359.2392349243164
2019,x264,mv_subjective,tractor_short,1000,h264,mid,7.010177135467529,0.949193835258484,60.49663543701172,62.18543243408203,487.5401191711426,475.45947647094727,3.04,1.9931076765060425,0.6643819212913513,0.4909001,6.797307968139648,3.7621820972077016,51.69757558933334,49.52985791015625,22.83194532364932,43.77133861287435,40.517419108072914,43.594562561035154,44.63661093866671,5.384579320530096,31.230700505523984,0.053859347025,0.288111928,9.0387,13.945492,0.2712905522965574,275.7179985046387
2019,x264,mv_subjective,tractor_short,2000,h264,mid,7.427792489528656,0.9822106957435608,85.47526550292969,87.49235534667969,662.9768371582031,648.7949447631836,4.46,1.2925693988800049,0.6925370097160339,0.52416736,5.98623514175415,3.997787097265717,47.798192981333344,50.2209486694336,29.14726621709532,44.80059221394857,41.875056142171225,45.199183553059896,41.664974336000014,5.388075447231532,42.28397986324181,0.0274810790624999,0.1844912853333333,9.5178,61.170353,1.927969803784947,300.99911880493164
2019,x264,mv_subjective,tractor_short,4000,h264,high,7.6157960295677185,0.991364061832428,96.46260833740234,97.7871551513672,744.0237426757812,733.8564529418945,5.0,0.9537745714187622,0.6998896598815918,0.5363074,5.674932479858398,4.057490638027501,48.71286749866666,50.38465793863932,30.911153937010287,45.20781080118815,42.5428486328125,45.94551693725586,40.001459818666696,5.389403499722481,45.96102963233714,0.014821306545,0.1254835146666666,9.6942,81.3849,2.424574065625335,319.1739883422852
2019,x264,mv_subjective,wedding_party_short,1000,h264,mid,7.394486248493195,0.9050737023353576,38.51373291015625,40.17727279663086,349.7296600341797,336.7252349853516,2.19,2.579726219177246,0.4032756388187408,0.3337615,8.981151580810547,2.595131970750543,45.56438596111112,43.53270668453641,-28.508641744091523,40.74721097946167,39.30753026538425,39.86107268863254,31.58547686250001,3.3332348426027845,6.497875701416305,0.19323959725,0.4003101472222222,7.353,-0.06888038,0.0,264.5791816711426
2019,x264,mv_subjective,wedding_party_short,2000,h264,mid,7.660710036754608,0.9732807874679564,73.36589813232422,75.58287048339844,583.9243927001953,567.896614074707,3.71,1.2733564376831057,0.5094389915466309,0.39165977,8.568391799926758,2.819606185383375,50.6872183805555,45.62670247819688,-18.04797226786845,41.1085986773173,39.937017387814,40.30413324568007,38.4752451861111,4.022819121554494,40.7921969480946,0.0824572780125,0.2405269416666666,8.8237,4.8006744,2.6723697928806347,306.13289642333984
2019,x264,mv_subjective,wedding_party_short,4000,h264,high,7.785630464553833,0.9905115962028505,96.80265045166016,97.81519317626952,739.0711059570312,730.9573974609375,4.91,0.7665555477142334,0.574016809463501,0.45325604,8.111770629882812,3.010716083606235,52.56785098055554,46.84344914754232,-9.212274830962544,41.7214150958591,40.55775571399265,41.08819833331638,43.52999903611113,4.42006024582208,48.53626607072202,0.0316952408375,0.163443025,9.3941,23.237497,5.313460568309192,338.3143424987793
2019,x265,mv_subjective,crowd_run_short,1000,h265,mid,5.056488037109375,0.8222541213035583,21.01066970825196,21.613746643066406,144.4313769340515,140.43225717544556,1.07,6.297534942626953,0.6603477001190186,0.49548414,5.327855587005615,3.931365979269955,62.22165651000005,47.7799415435791,16.814208505523062,52.431288180474986,51.430464738857246,50.56730073178838,44.05610343313373,5.09720071715985,4.0924685530662686,0.20078416175,0.5742841160000001,9.3537,0.064074665,0.6465866944852787,200.6232395172119
2019,x265,mv_subjective,crowd_run_short,2000,h265,mid,5.749430298805237,0.9065313935279846,43.78425979614258,44.926570892333984,314.70724296569824,306.8765125274658,1.97,4.6210761070251465,0.7331185936927795,0.5735532,3.8433480262756334,4.357060461474046,69.58903155399997,51.44680255126953,45.08016512975821,55.89064389074634,55.48054980279919,54.8137960300712,34.34288264471057,5.433414124324174,13.02692856755344,0.15957363725,0.422794064,9.3537,0.09749152,3.547634514737201,218.9256896972656
2019,x265,mv_subjective,crowd_run_short,4000,h265,mid,6.2867608070373535,0.9445471167564392,61.91344833374024,63.3450813293457,459.46484756469727,449.2664299011231,2.96,3.6012673377990723,0.7609856128692627,0.60591096,3.69461989402771,4.464089196075849,71.76598290799997,52.36992079162598,61.145006797659306,56.52506562192997,56.03198265791415,55.21510698695383,29.831207257484994,5.531920658829743,23.84735117726613,0.1306811220625,0.3441046299999999,9.3537,0.125181,5.861929362301,234.84352493286133
2019,x265,mv_subjective,kayak_trip_short,1000,h265,mid,7.102598488330841,0.9252661466598512,52.32069778442383,54.11542510986328,446.0473213195801,431.8569221496582,1.91,2.274806022644043,0.6891799569129944,0.53185624,5.365656852722168,4.002465033222017,68.08604451444447,50.71012287563748,44.72049086740369,46.8794652557373,45.11670058356391,46.143417082892526,36.984207373333305,5.00688973843534,14.59930181570779,0.082952684975,0.2778396544444445,9.3309,-0.09782344,2.8749525939170804,260.5795097351074
2019,x265,mv_subjective,kayak_trip_short,2000,h265,mid,7.363769888877869,0.9590244293212892,65.6777114868164,67.73482513427734,546.100700378418,530.3702239990234,2.87,1.6972018480300903,0.7261863946914673,0.5713612,5.095908164978027,4.054963241467624,70.20122392555547,51.53497232225206,54.28223678270665,48.48832732306586,46.72989632076688,47.69181762695312,34.06441522777779,5.072876181419318,28.092256096108187,0.047442246175,0.2004075288888888,9.3309,2.2309737,4.432644031138503,279.1208915710449
2019,x265,mv_subjective,kayak_trip_short,4000,h265,high,7.585006356239319,0.9791447520256042,77.76854705810547,79.8013916015625,634.2321472167969,618.9282684326172,3.86,1.2409862279891968,0.7533591389656067,0.5984646,4.8867692947387695,4.103424795587968,71.38685057444447,51.96865960862902,60.76579849308697,49.50280241224501,47.85013359917535,48.70780835893419,31.43872273888892,5.124358273962926,36.8431360822696,0.0294459737875,0.13416859,9.3309,18.589233,5.164655638986524,299.9142532348633
2019,x265,mv_subjective,making_alcohol_short,1000,h265,mid,7.780910730361938,0.9869488477706908,84.85505676269531,87.10734558105469,670.509651184082,654.7967529296875,4.57,0.8395963311195374,0.6918788552284241,0.5616064,7.393109798431396,3.659759172720449,54.3700599055556,49.054739167955184,22.418676640329377,44.60934446122912,42.27632537417941,44.32808116277059,55.46301568333336,4.9857933518942446,42.24799400262605,0.0325062066625,0.11237745,9.4853,47.414276,2.236145964878639,331.51815032958984
2019,x265,mv_subjective,making_alcohol_short,2000,h265,mid,7.84472519159317,0.9935375452041626,94.16358184814452,95.54359436035156,739.7791366577148,729.3764114379883,4.93,0.6000649333000183,0.7049780488014221,0.5914183,7.3585309982299805,3.667638408911434,54.78473010833333,49.56149859958225,26.63842551264064,45.02265900505914,42.75489062203302,44.9273795551724,54.82640836944441,5.040926265287109,46.394029361708064,0.0154211848875,0.0697859111111111,9.4853,72.669495,2.843248105948005,350.2777519226074
2019,x265,mv_subjective,making_alcohol_short,4000,h265,high,7.885592460632324,0.9964666962623596,97.6757354736328,98.4007797241211,767.9589614868164,761.5543212890625,4.98,0.4573945999145508,0.7127019166946411,0.60674953,7.320675373077393,3.711122619303258,55.245070577777824,49.72514351738824,28.84541043858613,45.34160876803928,43.07040977478027,45.320424779256186,54.612845349999965,5.073822602603792,48.413331633727054,0.008038996895,0.047272175,9.6551,89.15216,3.1570146738452936,365.96497344970703
2019,x265,mv_subjective,tractor_short,1000,h265,mid,7.31411874294281,0.9741851091384888,78.1075439453125,80.16790008544922,609.4315376281738,594.1397743225098,4.0,1.5037623643875122,0.6747461557388306,0.50613916,6.2629899978637695,3.772775478553596,43.86032827733336,49.550470174153645,25.4225230959624,44.32070914713542,41.408836985270185,44.565895904541016,47.35559282666668,5.402545806735754,38.87705427328807,0.0539547088249999,0.244766896,9.3627,39.71052,1.37775998908955,291.31515884399414
2019,x265,mv_subjective,tractor_short,2000,h265,mid,7.538187921047211,0.9868773818016052,91.15831756591795,93.00702667236328,711.7552642822266,697.3500747680664,4.78,1.1057868003845217,0.6873369812965393,0.5245415,5.93440055847168,3.874727045267197,46.0687271279999,50.050450032552085,28.650783406821525,44.97334694417318,42.17519798787435,45.486857716878255,43.918221802666665,5.393798128426075,44.02221375491932,0.027625112275,0.1663845199999999,9.3627,65.78735,2.05041210851068,310.0248565673828
2019,x265,mv_subjective,tractor_short,4000,h265,high,7.674281299114227,0.992540717124939,97.5682373046875,98.34449768066406,762.0320053100586,753.9290618896484,4.99,0.8541240692138672,0.694855809211731,0.5372266,5.764214038848877,3.9101130593176174,48.84393698933336,50.1961123046875,30.27807562115393,45.35042088826497,42.672341145833336,46.05609674072266,41.36795581599997,5.400163648843765,46.72118673700304,0.01224026460625,0.1133384373333333,9.5511,85.797714,2.5229644590634464,326.0456237792969
2019,x265,mv_subjective,wedding_party_short,1000,h265,mid,7.650973200798035,0.9716935753822328,73.37861633300781,75.830810546875,572.9189414978027,555.4327621459961,3.64,1.259060978889465,0.5647397637367249,0.41858685,8.300759315490723,3.0351987467594927,49.29759821944442,45.368104701572,-20.33474653782559,41.601435057322185,40.38926111857096,40.77160147560967,50.82172127222229,4.059285098133195,42.679412648484046,0.0717334858,0.2492286111111111,9.151,6.4536533,3.691408997165622,304.8535690307617
2019,x265,mv_subjective,wedding_party_short,2000,h265,mid,7.760792016983032,0.9874563217163086,93.81116485595705,95.41095733642578,719.7044830322266,707.2804183959961,4.66,0.8156068325042725,0.5870568752288818,0.45505774,7.896440505981445,3.167385289272236,51.43803495555556,46.51399917602539,-10.461820758029726,41.68559234407213,40.55039903852675,41.09810240003798,51.27904676111111,4.371773300102602,48.35328459833754,0.04004437785,0.1901545055555555,9.151,21.792587,5.352454847526089,331.9645118713379
2019,x265,mv_subjective,wedding_party_short,4000,h265,high,7.825267016887665,0.9934451580047609,99.5018081665039,99.7261734008789,768.3904190063477,764.6728973388672,4.99,0.5885877013206482,0.5953019261360168,0.48222506,7.714658737182617,3.1231717732576865,52.90579584166668,47.31550286610921,-6.500563564459529,41.963490094078914,40.80652111901178,41.47975134319729,50.57010432222221,4.52950139210249,50.32524312502089,0.020612725575,0.1536543027777777,9.3882,38.308266,5.753935946300077,353.3623161315918
2019,xin265,mv_subjective,crowd_run_short,1000,h265,mid,5.240607976913452,0.8441190719604492,25.21741485595703,25.93716049194336,204.02934074401853,198.75307655334475,1.07,5.560265064239502,0.6966188549995422,0.53853524,5.024874687194824,4.064688135288844,64.80315273600002,50.29233090209961,29.96472142907843,54.75055584936085,53.888872454980174,52.638975474648845,42.43117050898204,5.298512460860961,1.9896642818520007,0.185971222875,0.519116756,9.1808,0.06423594,1.583179284723636,207.56242752075195
2019,xin265,mv_subjective,crowd_run_short,2000,h265,mid,5.82863461971283,0.9027087092399596,42.822853088378906,43.92724609375,354.000919342041,345.4447212219238,1.84,4.68312931060791,0.7433968782424927,0.5864562,4.106532573699951,4.389066493857984,68.91149918199997,52.000458877563474,50.95995433966128,56.38449737031065,55.79565759380896,55.05842865964848,33.84707482435128,5.478220222662844,11.671777011441051,0.1421720431249999,0.40335116,9.3448,0.093153365,3.897555993448728,222.5993385314941
2019,xin265,mv_subjective,crowd_run_short,4000,h265,mid,6.326445162296295,0.9392476081848145,59.8835334777832,61.26562881469727,483.31933212280273,472.6572074890137,2.75,3.8318896293640137,0.7731701731681824,0.6193588,3.638272762298584,4.489847355346465,71.61623120799997,52.37935191345215,63.58614010422392,56.657180565322,56.20310120573063,55.27578800071975,29.314152926147685,5.532876132647256,22.45853945000418,0.1254556289375,0.328117416,9.5676,0.11976057,6.411295219261636,236.69323348999023
2019,xin265,mv_subjective,kayak_trip_short,1000,h265,mid,7.07427579164505,0.9106904864311218,49.49312210083008,51.1663818359375,439.8853454589844,426.6406555175781,1.79,2.477458953857422,0.6929019093513489,0.53131044,5.7778825759887695,4.008767316244625,67.32653132666671,50.41083164638943,41.51958574098935,46.39999722798665,44.47221328735352,45.6766315290663,37.98005283888886,4.997004623991541,8.036763538881061,0.069066724325,0.2990053111111111,9.3125,0.05898595,2.3708630863580447,259.13831329345703
2019,xin265,mv_subjective,kayak_trip_short,2000,h265,mid,7.299816906452179,0.9432974457740784,61.169921875,63.00052261352539,522.9444961547852,508.79708099365234,2.57,1.9217685461044312,0.7220388650894165,0.56438416,5.363921165466309,4.07630295143957,69.6617239888889,51.305830544365776,52.041995180705335,47.937894499037,46.07818160586887,47.19442184872097,34.7133605144444,5.069929103463267,19.42528269050329,0.04498543515,0.2217751088888889,9.4473,2.6395447,4.009467011039511,273.0430908203125
2019,xin265,mv_subjective,kayak_trip_short,4000,h265,high,7.521845042705536,0.9692686796188354,73.2622299194336,75.14404296875,608.0023345947266,593.6947174072266,3.5,1.4175994396209717,0.7488858103752136,0.59277046,4.998079776763916,4.1041771069564215,71.0847224066667,51.86157366434733,59.43588366422352,49.15486117892795,47.486238691541885,48.42876470777723,31.58745930111107,5.113007305709438,32.02084741118448,0.0282217010999999,0.1505226033333333,9.6283,19.780891,4.689924951323555,292.1595916748047
2019,xin265,mv_subjective,making_alcohol_short,1000,h265,mid,7.801003873348236,0.9878321886062622,86.29219055175781,88.36988067626953,690.0889587402344,675.1093978881836,4.65,0.8126711249351501,0.6934071183204651,0.567285,7.48730993270874,3.598045950736488,54.20927640555555,49.17232765621609,23.87155059835163,44.789739269680446,42.50659342871772,44.64031463199191,55.88890563055561,5.018043664454793,41.77016818330644,0.02729345265,0.0987658361111111,9.5612,46.667774,2.4759029627380764,335.8448143005371
2019,xin265,mv_subjective,making_alcohol_short,2000,h265,mid,7.86381858587265,0.994437038898468,95.18802642822266,96.5255889892578,752.8655471801758,742.3346710205078,4.97,0.5578672885894775,0.7047765254974365,0.59574825,7.437941074371338,3.640485911389912,54.83383684444445,49.56726553175184,27.352512809585544,45.15742645263672,42.896322356330025,45.10696939892239,54.95822030000004,5.055775976662214,46.53484299083895,0.0137408815737499,0.0608514972222222,9.7144,85.246124,2.9304052314220765,356.63335037231445
2019,xin265,mv_subjective,making_alcohol_short,4000,h265,high,7.894459962844849,0.9968826770782472,98.40428161621094,99.05646514892578,775.9453964233398,769.6688079833984,5.0,0.4267398416996002,0.7118047475814819,0.6086173,7.340266704559326,3.654937993679776,55.33886866944446,49.717523129781085,29.127640751329423,45.40059201982286,43.12598444620768,45.375569417741566,54.53693562499996,5.079711494913014,48.85643676562039,0.00722980872375,0.0426709111111111,9.784,95.17911,3.212943276378709,370.6919174194336
2019,xin265,mv_subjective,tractor_short,1000,h265,mid,7.256078243255615,0.9678727388381958,74.14630126953125,75.94650268554688,593.0040817260742,579.0715179443359,3.75,1.6336219310760498,0.6765956878662109,0.50346804,6.492817401885986,3.6508199090420494,44.72071505333333,49.49464400227865,24.13897707988197,44.38838685099284,41.2939330851237,44.36912180582682,49.13566154666663,5.401227624754111,37.14246172768564,0.047723972825,0.2548088026666666,9.6819,35.03566,1.353801731240106,287.8711128234863
2019,xin265,mv_subjective,tractor_short,2000,h265,mid,7.5213634967803955,0.9849954843521118,88.91873168945312,90.68294525146484,702.6577606201172,688.5997085571289,4.62,1.1817399263381958,0.6868776082992554,0.5245646,6.0588860511779785,3.807181784372392,46.63175231999997,50.0287626546224,27.24280542515661,44.961411112467445,42.07789619954427,45.41221863810221,44.82937771466669,5.39169789686799,42.825944078880966,0.0266564152875,0.167013264,9.7914,67.205475,1.9771946510217704,308.1203269958496
